eCO2, TVOC, CO, NH3, NO2, Hydrogen(MQ5), Methane(MQ4), Humidity, Temperature, Wind speed
706, 46, 0, 4095, 336, 97, 0, 34.90, 63.91, 0.0
674, 41, 0, 4095, 346, 110, 0, 34.88, 63.7, 0.0
627, 34, 0, 4095, 337, 112, 0, 34.88, 62.47, 0.0
682, 42, 0, 4044, 361, 101, 0, 34.92, 62.51, 0.0
699, 45, 0, 3963, 346, 128, 0, 35.4, 64.6, 0.0
686, 43, 0, 4095, 336, 107, 0, 34.96, 62.49, 0.0
690, 44, 0, 4095, 349, 103, 0, 34.99, 60.32, 0.0
749, 53, 0, 3883, 361, 107, 0, 35.3, 64.20, 0.0
887, 74, 0, 3835, 341, 108, 0, 35.9, 62.6, 0.0
714, 47, 0, 3918, 343, 115, 0, 35.13, 60.99, 0.0
838, 66, 0, 4001, 345, 108, 0, 35.9, 61.7, 0.0
891, 74, 0, 4011, 336, 107, 0, 35.16, 62.23, 0.0
907, 77, 0, 4080, 337, 99, 0, 35.13, 62.29, 0.0
907, 77, 0, 3991, 331, 125, 0, 35.10, 63.62, 0.0
808, 62, 0, 3885, 343, 133, 0, 35.26, 63.72, 0.0
868, 71, 0, 3949, 326, 97, 0, 35.30, 63.93, 0.0
930, 80, 0, 4018, 330, 105, 0, 35.23, 61.64, 0.0
891, 74, 0, 4095, 343, 84, 0, 35.20, 63.28, 0.0
791, 59, 0, 4095, 365, 129, 0, 35.17, 61.28, 0.0
634, 35, 0, 4095, 354, 129, 0, 35.14, 60.6, 0.0
657, 39, 0, 4033, 369, 99, 0, 35.10, 62.15, 0.0
704, 46, 0, 4095, 352, 109, 0, 35.10, 61.64, 0.0
732, 50, 0, 4095, 353, 144, 0, 35.11, 61.15, 0.0
749, 53, 0, 4095, 359, 135, 0, 35.7, 61.49, 0.0
694, 44, 0, 4095, 355, 110, 0, 35.3, 61.54, 0.0
793, 59, 0, 4095, 370, 142, 0, 34.97, 62.48, 0.0
763, 55, 0, 4095, 375, 141, 0, 34.96, 62.44, 0.0
580, 27, 0, 4095, 375, 130, 2, 35.3, 60.12, 0.0
671, 41, 0, 4095, 383, 142, 0, 34.96, 60.94, 0.0
657, 39, 0, 4095, 362, 119, 0, 34.85, 63.68, 0.9242607
594, 29, 0, 4095, 366, 126, 0, 34.84, 63.33, 0.6601862
533, 20, 0, 4095, 379, 94, 0, 34.69, 62.41, 0.9682731
545, 22, 0, 4095, 379, 146, 0, 34.66, 61.98, 1.27636
551, 23, 0, 4095, 386, 140, 0, 34.66, 62.28, 0.8362359
530, 19, 0, 4095, 389, 107, 0, 34.50, 61.73, 0.9242607
524, 18, 0, 4095, 399, 118, 0, 34.57, 61.91, 0.8362359
545, 22, 0, 4095, 394, 90, 0, 34.58, 63.13, 0.9682731
567, 25, 0, 4095, 397, 89, 0, 34.37, 63.41, 1.144323
552, 23, 0, 4095, 379, 123, 0, 34.52, 63.61, 0.8362359
566, 25, 0, 4095, 389, 110, 0, 34.50, 64.58, 1.056298
536, 20, 0, 4095, 385, 139, 0, 34.41, 63.49, 1.144323
566, 25, 0, 4095, 401, 136, 0, 34.38, 62.80, 0.8802483
614, 32, 0, 4095, 382, 109, 0, 34.51, 63.84, 1.144323
586, 28, 0, 4095, 413, 93, 0, 34.45, 62.77, 1.10031
533, 20, 0, 4095, 400, 83, 0, 34.37, 61.18, 1.10031
527, 19, 0, 4095, 391, 80, 0, 34.52, 62.7, 1.45241
629, 34, 0, 4095, 398, 99, 0, 34.47, 63.10, 0.8362359
629, 34, 0, 4095, 399, 107, 0, 34.50, 64.85, 1.45241
556, 23, 0, 4095, 382, 103, 0, 34.58, 63.17, 1.056298
566, 25, 0, 4095, 401, 95, 0, 34.52, 63.97, 1.056298
614, 32, 0, 4095, 385, 112, 0, 34.44, 63.77, 1.056298
540, 21, 0, 4095, 395, 80, 0, 34.50, 60.46, 1.188335
545, 22, 0, 4095, 399, 86, 0, 34.45, 61.56, 1.012285
546, 22, 0, 4095, 395, 79, 0, 34.44, 60.61, 0.748211
524, 18, 0, 4095, 413, 122, 0, 34.48, 61.72, 1.144323
572, 26, 0, 4095, 409, 112, 5, 34.33, 60.71, 0.7922234
556, 23, 0, 4095, 398, 80, 0, 34.35, 61.81, 0.9242607
496, 14, 0, 4095, 402, 86, 0, 34.41, 62.34, 1.27636
526, 19, 0, 4095, 399, 92, 0, 34.54, 61.58, 1.27636
627, 34, 0, 4095, 417, 106, 0, 34.48, 61.67, 1.10031
688, 43, 0, 4095, 400, 148, 0, 34.43, 61.95, 0.6161737
620, 33, 0, 4095, 410, 89, 0, 34.47, 63.17, 1.45241
640, 36, 0, 4095, 417, 113, 0, 34.65, 62.61, 1.232347
627, 34, 0, 4095, 401, 138, 0, 34.63, 63.50, 1.10031
688, 43, 0, 4095, 401, 83, 0, 34.61, 61.98, 3.65303
717, 48, 0, 4095, 427, 111, 0, 34.62, 61.45, 0.1320372
633, 35, 0, 4095, 409, 94, 0, 34.75, 61.41, 0.0
526, 19, 0, 4095, 427, 128, 0, 34.72, 60.13, 0.0
603, 30, 0, 4095, 411, 135, 0, 34.70, 61.37, 0.0
643, 37, 0, 4095, 431, 80, 1, 34.76, 61.46, 0.0
646, 37, 0, 4095, 419, 80, 0, 34.73, 61.45, 0.0
688, 43, 0, 4095, 416, 97, 0, 34.85, 60.96, 0.0
737, 51, 0, 4095, 419, 112, 0, 34.85, 60.61, 0.0
791, 59, 0, 4095, 417, 135, 6, 34.78, 60.82, 0.0
787, 58, 0, 4095, 413, 93, 0, 34.86, 63.7, 0.0
770, 56, 0, 4095, 430, 133, 0, 34.89, 62.1, 0.0
717, 48, 0, 4095, 433, 93, 0, 34.95, 61.30, 0.0
735, 51, 0, 4095, 415, 137, 0, 34.85, 62.12, 0.0
672, 41, 0, 4095, 415, 122, 0, 34.88, 61.10, 0.0
719, 48, 0, 4095, 405, 144, 0, 34.96, 63.88, 0.0
719, 48, 0, 4095, 402, 125, 0, 34.92, 64.22, 2.068583
626, 34, 0, 4095, 418, 90, 0, 34.90, 63.20, 1.804509
592, 29, 0, 4095, 416, 109, 0, 34.97, 62.45, 1.804509
633, 35, 0, 4095, 405, 76, 0, 34.95, 61.46, 1.540434
566, 25, 0, 4095, 426, 112, 0, 34.92, 61.24, 1.496422
633, 35, 0, 4095, 403, 133, 0, 34.89, 62.74, 1.540434
665, 40, 0, 4095, 414, 81, 5, 34.95, 61.95, 1.056298
697, 45, 0, 4095, 426, 89, 0, 34.95, 62.37, 0.0
704, 46, 0, 4095, 413, 122, 0, 35.3, 62.93, 0.0
704, 46, 0, 4095, 414, 109, 0, 35.6, 62.84, 0.0
748, 53, 0, 4095, 407, 104, 0, 34.97, 62.89, 0.0
735, 51, 0, 4095, 403, 96, 0, 35.10, 61.75, 0.0
659, 39, 0, 4095, 399, 96, 0, 35.14, 62.61, 0.0
665, 40, 0, 4095, 400, 103, 0, 35.20, 62.19, 0.0
737, 51, 0, 4095, 400, 115, 0, 35.17, 61.13, 0.0
761, 54, 0, 4095, 416, 122, 0, 35.23, 61.79, 0.0
730, 50, 0, 4095, 417, 86, 0, 35.33, 62.19, 0.0
798, 60, 0, 4095, 403, 91, 0, 35.16, 61.58, 0.0
702, 46, 0, 4095, 433, 128, 0, 35.24, 59.8, 0.0
656, 39, 0, 4095, 438, 112, 0, 35.13, 59.91, 0.0
626, 34, 0, 4095, 428, 123, 0, 35.10, 58.50, 0.0
668, 40, 0, 4095, 436, 108, 0, 35.20, 60.57, 0.0
640, 36, 0, 4095, 426, 82, 0, 35.13, 58.74, 0.0
555, 23, 0, 4095, 421, 80, 0, 35.14, 59.74, 0.0
627, 34, 0, 4095, 414, 74, 0, 35.17, 61.66, 0.0
624, 34, 0, 4095, 419, 116, 0, 35.21, 59.31, 0.0
692, 44, 0, 4095, 433, 119, 0, 35.26, 59.5, 0.0
665, 40, 0, 4095, 421, 67, 0, 35.6, 59.23, 0.0
615, 32, 0, 4095, 439, 100, 0, 35.27, 60.62, 0.0
536, 20, 0, 4095, 415, 65, 0, 35.11, 60.34, 0.0
623, 33, 0, 4095, 419, 110, 5, 35.17, 60.4, 0.0
699, 45, 0, 4095, 419, 80, 0, 35.21, 61.49, 0.0
683, 43, 0, 4095, 431, 95, 2, 35.17, 63.52, 0.0
623, 33, 0, 4095, 411, 83, 0, 35.21, 62.2, 0.0
617, 33, 0, 4095, 418, 113, 0, 35.9, 60.79, 0.0
596, 29, 0, 4095, 427, 87, 0, 34.88, 61.13, 0.0
536, 20, 0, 4095, 445, 106, 0, 34.96, 60.4, 0.0
526, 19, 0, 4095, 426, 119, 0, 35.6, 59.63, 0.0
569, 25, 0, 4095, 428, 88, 0, 34.88, 59.94, 0.0
580, 27, 0, 4095, 450, 109, 0, 34.96, 60.37, 0.0
575, 26, 0, 4095, 451, 77, 0, 35.3, 59.64, 0.0
602, 30, 0, 4095, 443, 65, 0, 34.79, 60.65, 0.0
497, 14, 0, 4095, 461, 112, 0, 34.84, 60.15, 0.0
428, 4, 0, 4095, 449, 118, 0, 34.89, 60.54, 0.0
519, 18, 0, 4095, 448, 113, 0, 34.88, 60.70, 0.0
602, 30, 0, 4095, 447, 81, 0, 34.89, 60.69, 0.0
631, 35, 0, 4095, 442, 124, 0, 35.0, 62.97, 0.0
683, 43, 0, 4095, 435, 95, 0, 34.81, 63.15, 0.0
553, 23, 0, 4095, 437, 65, 0, 34.92, 59.65, 0.0
476, 11, 0, 4095, 432, 113, 0, 34.86, 59.74, 0.0
564, 24, 0, 4095, 433, 125, 0, 34.75, 60.22, 0.0
665, 40, 0, 4095, 432, 108, 0, 34.96, 60.21, 0.0
708, 46, 0, 4095, 447, 83, 0, 34.95, 61.48, 0.0
744, 52, 0, 4095, 448, 79, 0, 35.4, 61.31, 0.0
783, 58, 0, 4095, 431, 83, 0, 35.6, 61.37, 0.0
770, 56, 0, 4095, 439, 83, 0, 34.99, 61.26, 0.0
643, 37, 0, 4095, 454, 92, 0, 35.0, 60.70, 0.0
692, 44, 0, 4095, 448, 107, 0, 35.0, 61.2, 0.0
708, 46, 0, 4095, 442, 109, 0, 35.4, 60.58, 0.0
640, 36, 0, 4095, 448, 125, 0, 34.96, 60.46, 0.0
783, 58, 0, 4095, 429, 77, 0, 35.11, 61.12, 0.0
624, 34, 0, 4095, 432, 132, 0, 35.14, 62.46, 0.0
742, 52, 0, 4095, 431, 80, 0, 35.17, 60.89, 0.0
732, 50, 0, 4095, 432, 109, 0, 35.6, 61.12, 0.0
637, 36, 0, 4095, 448, 80, 0, 35.0, 60.72, 0.0
759, 54, 0, 4095, 446, 82, 0, 35.7, 62.13, 0.0
700, 45, 0, 4095, 439, 133, 4, 35.17, 62.28, 0.0
617, 33, 0, 4095, 430, 121, 0, 35.7, 60.83, 0.0
783, 58, 0, 4095, 451, 89, 0, 35.13, 60.12, 0.0
659, 39, 0, 4095, 438, 75, 0, 35.3, 59.35, 0.0
567, 25, 0, 4095, 442, 80, 0, 35.14, 58.61, 0.0
569, 25, 0, 4095, 448, 104, 0, 35.9, 59.57, 0.0
759, 54, 0, 4095, 445, 87, 0, 35.7, 61.6, 0.0
732, 50, 0, 4095, 439, 70, 6, 35.10, 60.55, 0.0
589, 28, 0, 4095, 443, 75, 0, 35.17, 59.37, 0.0
624, 34, 0, 4095, 447, 71, 0, 35.4, 58.0, 0.0
744, 52, 0, 4095, 464, 91, 0, 35.14, 58.52, 0.0
656, 39, 0, 4095, 462, 86, 0, 35.2, 59.65, 0.0
815, 63, 0, 4095, 457, 105, 0, 35.10, 60.26, 0.0
759, 54, 0, 4095, 448, 77, 10, 35.0, 60.22, 0.0
683, 43, 0, 4095, 464, 117, 0, 34.96, 59.98, 0.0
641, 36, 0, 4095, 467, 112, 0, 34.89, 60.40, 0.0
749, 53, 0, 4095, 453, 95, 13, 35.4, 60.72, 0.0
802, 61, 0, 4095, 448, 108, 0, 35.0, 60.56, 0.0
913, 78, 0, 4095, 467, 135, 0, 35.0, 61.19, 0.0
749, 53, 0, 4095, 452, 74, 0, 34.96, 60.49, 0.4841365
656, 39, 0, 4095, 462, 118, 0, 35.4, 59.68, 1.144323
575, 26, 0, 4095, 468, 93, 0, 35.2, 58.99, 0.8362359
607, 31, 0, 4095, 480, 78, 0, 34.88, 60.56, 1.10031
640, 36, 0, 4095, 469, 112, 0, 34.88, 60.88, 1.012285
600, 30, 0, 4095, 461, 95, 0, 34.85, 60.4, 0.8362359
589, 28, 0, 4095, 474, 119, 0, 34.85, 59.89, 1.10031
498, 14, 0, 4095, 479, 114, 0, 34.70, 58.59, 1.188335
523, 18, 0, 4095, 470, 66, 0, 34.73, 59.84, 0.7041986
531, 19, 0, 4095, 486, 94, 0, 34.69, 60.95, 0.9682731
548, 22, 0, 4095, 468, 129, 0, 34.73, 62.40, 0.748211
561, 24, 0, 4095, 462, 119, 0, 34.63, 62.47, 1.056298
596, 29, 0, 4095, 485, 78, 0, 34.61, 60.88, 1.364385
607, 31, 0, 4095, 464, 117, 0, 34.63, 60.81, 1.10031
588, 28, 0, 4095, 471, 113, 0, 34.76, 60.28, 1.408397
580, 27, 0, 4095, 475, 97, 3, 34.69, 61.26, 4.225192
602, 30, 0, 4095, 474, 111, 0, 34.68, 62.70, 0.0
596, 29, 0, 4095, 465, 117, 11, 34.68, 63.6, 0.0
564, 24, 0, 4095, 461, 90, 0, 34.61, 61.93, 0.0
536, 20, 0, 4095, 464, 78, 0, 34.62, 62.41, 0.0
497, 14, 0, 4095, 468, 91, 0, 34.57, 60.90, 0.0
536, 20, 0, 4095, 473, 111, 0, 34.59, 62.52, 0.0
502, 15, 0, 4095, 471, 62, 0, 34.62, 61.7, 0.0
514, 17, 0, 4095, 475, 101, 0, 34.57, 60.7, 0.8802483
514, 17, 0, 4095, 478, 67, 0, 34.54, 60.50, 1.144323
455, 8, 0, 4095, 499, 74, 0, 34.57, 59.59, 1.628459
498, 14, 0, 4095, 483, 85, 0, 34.58, 60.6, 0.5721613
529, 19, 0, 4095, 484, 83, 0, 34.47, 60.62, 0.0
545, 22, 0, 4095, 496, 96, 0, 34.51, 59.88, 0.08802483
567, 25, 0, 4095, 483, 94, 0, 34.70, 60.42, 0.0
560, 24, 0, 4095, 495, 112, 0, 34.62, 60.69, 0.0
572, 26, 0, 4095, 469, 105, 0, 34.62, 61.55, 0.0
653, 38, 0, 4095, 483, 83, 0, 34.72, 62.56, 0.7922234
650, 38, 0, 4095, 484, 78, 0, 34.69, 62.26, 0.9242607
546, 22, 0, 4095, 477, 121, 0, 34.73, 61.18, 0.9682731
592, 29, 0, 4095, 483, 102, 0, 34.81, 61.26, 1.408397
682, 42, 0, 4095, 484, 84, 0, 34.76, 61.92, 1.144323
641, 36, 0, 4095, 482, 83, 0, 34.84, 61.73, 1.408397
560, 24, 0, 4095, 494, 65, 0, 34.82, 60.54, 0.9242607
566, 25, 0, 4095, 479, 66, 0, 34.72, 61.56, 0.8802483
520, 18, 0, 4095, 481, 91, 0, 34.88, 60.75, 1.496422
551, 23, 0, 4095, 493, 107, 0, 34.90, 60.72, 1.144323
546, 22, 0, 4095, 489, 82, 0, 34.96, 60.50, 0.7041986
540, 21, 0, 4095, 482, 95, 0, 34.95, 60.61, 0.8362359
578, 27, 0, 4095, 470, 85, 0, 34.85, 60.9, 1.408397
578, 27, 0, 4095, 475, 95, 0, 34.79, 59.51, 0.8802483
508, 16, 0, 4095, 485, 97, 0, 34.85, 60.33, 1.320372
485, 12, 0, 4095, 474, 64, 0, 34.85, 60.47, 0.8802483
485, 12, 0, 4095, 491, 114, 0, 34.84, 60.25, 1.10031
566, 25, 0, 4095, 496, 109, 0, 34.72, 61.36, 0.9242607
524, 18, 0, 4095, 481, 75, 0, 34.86, 59.97, 1.45241
600, 30, 0, 4095, 490, 66, 0, 34.90, 60.35, 2.068583
660, 39, 0, 4095, 487, 69, 0, 34.99, 59.91, 0.0
653, 38, 0, 4095, 487, 99, 0, 34.95, 59.94, 0.0
706, 46, 0, 4095, 475, 72, 0, 34.99, 60.73, 0.0
795, 60, 0, 4095, 475, 117, 0, 34.97, 61.7, 0.0
817, 63, 0, 4095, 479, 108, 0, 34.97, 60.73, 0.0
740, 51, 0, 4095, 483, 90, 0, 35.4, 59.90, 0.6161737
657, 39, 0, 4095, 481, 118, 0, 35.3, 62.8, 0.748211
690, 44, 0, 4095, 469, 120, 0, 35.7, 61.80, 1.27636
638, 36, 0, 4095, 468, 101, 0, 35.0, 61.6, 1.496422
660, 39, 0, 4095, 490, 81, 0, 34.97, 60.84, 1.144323
690, 44, 0, 4095, 490, 124, 0, 34.95, 60.26, 1.144323
699, 45, 0, 4095, 474, 96, 0, 35.2, 60.88, 0.7922234
1220, 124, 0, 4095, 473, 94, 0, 35.4, 60.31, 1.232347
660, 39, 0, 4095, 500, 85, 10, 35.6, 59.66, 0.9242607
592, 29, 0, 4095, 499, 81, 0, 34.92, 60.49, 0.9242607
572, 26, 0, 4095, 479, 117, 0, 34.97, 60.11, 0.6601862
640, 36, 0, 4095, 483, 112, 0, 34.97, 61.35, 1.364385
627, 34, 0, 4095, 483, 94, 0, 35.0, 62.21, 1.408397
588, 28, 0, 4095, 471, 133, 0, 34.99, 61.74, 1.892534
578, 27, 0, 4095, 483, 112, 0, 35.0, 60.8, 0.4841365
732, 50, 0, 4095, 486, 91, 0, 34.97, 61.10, 1.056298
791, 59, 0, 4095, 481, 94, 0, 35.2, 60.98, 0.7922234
877, 72, 0, 4095, 474, 133, 3, 35.2, 61.41, 1.232347
742, 52, 0, 4095, 495, 96, 0, 35.4, 60.23, 1.10031
702, 46, 0, 4095, 481, 96, 0, 34.96, 59.77, 0.748211
735, 51, 0, 4095, 482, 117, 0, 35.9, 59.79, 0.748211
752, 53, 0, 4095, 502, 112, 0, 35.3, 60.3, 1.056298
749, 53, 0, 4095, 499, 83, 0, 34.96, 60.50, 1.012285
555, 23, 0, 4095, 485, 80, 0, 35.14, 59.61, 0.5721613
602, 30, 0, 4095, 489, 83, 0, 35.2, 58.98, 0.9682731
657, 39, 0, 4095, 491, 80, 5, 35.4, 59.19, 0.9682731
637, 36, 0, 4095, 501, 86, 0, 35.0, 59.77, 1.232347
678, 42, 0, 4095, 498, 84, 0, 34.93, 61.25, 1.056298
660, 39, 0, 4095, 498, 95, 0, 35.3, 62.56, 1.188335
564, 24, 0, 4095, 496, 65, 0, 34.73, 60.42, 1.056298
477, 11, 0, 4095, 499, 112, 0, 34.84, 58.75, 0.7922234
505, 15, 0, 4095, 511, 116, 0, 34.79, 59.41, 0.748211
548, 22, 0, 4095, 525, 96, 0, 34.82, 61.27, 1.408397
549, 22, 0, 4095, 511, 112, 0, 34.86, 59.92, 1.232347
493, 14, 0, 4095, 494, 117, 2, 34.76, 59.97, 1.012285
589, 28, 0, 4095, 509, 119, 0, 34.93, 60.81, 1.232347
631, 35, 0, 4095, 496, 92, 0, 34.88, 60.83, 0.7922234
650, 38, 0, 4095, 523, 106, 0, 34.95, 61.28, 1.144323
536, 20, 0, 4095, 496, 68, 0, 34.86, 60.8, 0.8802483
508, 16, 0, 4095, 521, 80, 3, 34.88, 59.92, 1.012285
493, 14, 0, 4095, 519, 79, 0, 34.89, 60.12, 1.012285
482, 12, 0, 4095, 495, 118, 0, 34.85, 59.61, 0.9242607
536, 20, 0, 4095, 500, 101, 0, 34.89, 60.13, 0.9242607
515, 17, 0, 4095, 522, 130, 0, 34.88, 60.49, 0.748211
520, 18, 0, 4095, 526, 70, 0, 34.85, 60.25, 0.8802483
498, 14, 0, 4095, 510, 99, 0, 34.85, 57.54, 0.7922234
483, 12, 0, 4095, 531, 66, 0, 34.78, 59.11, 0.748211
464, 9, 0, 4095, 502, 117, 0, 34.81, 59.85, 1.232347
515, 17, 0, 4095, 501, 69, 0, 34.85, 60.1, 0.9682731
589, 28, 0, 4095, 507, 122, 0, 34.93, 60.66, 0.4401241
537, 20, 0, 4095, 500, 70, 0, 34.81, 59.21, 0.6601862
498, 14, 0, 4095, 527, 115, 0, 34.70, 60.70, 1.232347
505, 15, 0, 4095, 507, 84, 0, 34.82, 60.3, 0.9242607
493, 14, 0, 4095, 502, 82, 0, 34.75, 60.35, 0.7922234
515, 17, 0, 4095, 498, 80, 0, 34.79, 60.41, 1.10031
549, 22, 0, 4095, 501, 112, 0, 34.75, 60.51, 1.144323
617, 33, 0, 4095, 507, 68, 0, 34.76, 60.24, 1.232347
611, 32, 0, 4095, 527, 65, 0, 34.84, 60.10, 1.188335
660, 39, 0, 4095, 528, 65, 0, 34.75, 60.34, 1.672472
617, 33, 0, 4095, 528, 92, 0, 34.86, 56.60, 0.0
646, 37, 0, 4095, 539, 68, 0, 34.84, 58.57, 0.0
624, 34, 0, 4095, 524, 107, 0, 34.81, 60.44, 0.0
678, 42, 0, 4095, 539, 62, 0, 34.82, 59.43, 0.0
678, 42, 0, 4095, 519, 113, 7, 34.82, 61.4, 0.0
637, 36, 0, 4095, 530, 90, 0, 34.73, 62.14, 0.6601862
564, 24, 0, 4095, 527, 105, 0, 34.79, 61.34, 1.10031
464, 9, 0, 4095, 525, 64, 0, 34.61, 59.1, 0.9242607
463, 9, 0, 4095, 528, 64, 0, 34.69, 58.46, 0.9682731
462, 9, 0, 4095, 522, 80, 0, 34.61, 60.11, 0.8362359
493, 14, 0, 4095, 529, 94, 0, 34.54, 59.62, 1.012285
514, 17, 0, 4095, 531, 88, 0, 34.51, 60.8, 1.012285
574, 26, 0, 4095, 535, 99, 2, 34.68, 60.54, 1.364385
611, 32, 0, 4095, 531, 105, 0, 34.57, 60.72, 0.9242607
615, 32, 0, 4095, 526, 64, 0, 34.52, 62.28, 1.27636
546, 22, 0, 4095, 523, 91, 0, 34.68, 60.2, 0.0
594, 29, 0, 4095, 536, 99, 0, 34.70, 61.24, 0.0
589, 28, 0, 4095, 518, 90, 0, 34.66, 61.18, 0.0
645, 37, 0, 4095, 522, 112, 1, 34.72, 61.0, 0.0
633, 35, 0, 4095, 519, 71, 0, 34.76, 61.33, 0.7041986
629, 34, 0, 4095, 526, 103, 0, 34.72, 59.87, 0.7041986
649, 37, 0, 4095, 531, 80, 0, 34.82, 60.95, 1.408397
607, 31, 0, 4095, 532, 93, 1, 34.65, 62.57, 0.8802483
536, 20, 0, 4095, 537, 68, 0, 34.66, 60.34, 0.7041986
486, 13, 0, 4095, 538, 87, 0, 34.55, 59.76, 1.10031
534, 20, 0, 4095, 539, 81, 0, 34.48, 60.36, 0.7922234
649, 37, 0, 4095, 551, 123, 3, 34.54, 60.93, 1.27636
714, 47, 0, 4095, 561, 80, 0, 34.52, 61.28, 1.012285
629, 34, 0, 4095, 535, 113, 0, 34.66, 61.41, 0.8362359
519, 18, 0, 4095, 534, 101, 0, 34.73, 63.33, 0.7922234
580, 27, 0, 4095, 528, 117, 0, 34.58, 61.44, 0.8802483
634, 35, 0, 4095, 541, 98, 0, 34.58, 61.49, 0.6601862
567, 25, 0, 4095, 535, 66, 10, 34.73, 61.48, 0.5721613
534, 20, 0, 4095, 518, 96, 0, 34.76, 62.13, 0.7041986
526, 19, 0, 4095, 523, 99, 0, 34.72, 61.86, 1.188335
581, 27, 0, 4095, 535, 81, 0, 34.72, 61.48, 1.144323
564, 24, 0, 4095, 509, 134, 0, 34.76, 62.10, 0.6161737
600, 30, 0, 4095, 543, 82, 0, 34.69, 61.7, 1.10031
594, 29, 0, 4095, 522, 73, 0, 34.76, 62.38, 0.7922234
615, 32, 0, 4095, 545, 118, 0, 34.70, 62.30, 1.056298
588, 28, 0, 4095, 525, 84, 0, 34.66, 63.49, 0.7922234
